"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 29 11:09:10 UTC 2024","Fri Mar 29 11:09:10 UTC 2024","0","tests","E2E","","","","Get store","получение объекта магазин по id"
